message_type,message
ham,days discrepancies pg e please let know numbers good thanks thu 3 7159 day pg e hpl 12 05 145833 120000 12 10 60000 35000 12 11 70000 80000 12 17 3125 3100 12 21 50000 70000 12 22 0 20000 12 25 0 30000 12 26 0 30000 12 27 31375 63000
ham,hi daren spoke ricky archer calpine penalty charges billed undertakes dec 20 21 31 said force majeure letters sent attention would someone fax copy letters met 713 646 8420 information force majure speak jennifer thanks help
ham,hl p short following days december 4 th 2256 9 th 7214 11 th 2527 12 th 3537 15 th 7058 16 th 4776 17 th 4465 28 th 264 want handle forwarded kimberly vaughn hou ect 01 12 2000 01 07 pm anita luong 01 12 2000 10 46 kimberly vaughn hou ect ect cc howard b camp hou ect ect subject hl p 12 99 days 4 9 11 12 15 16 17 28 short aggregate meter reliant transport sales charge reliant penalty also notice meter 1554 3 rd party transport month look strange seen please advice thanks
ham,pipelines decision allocate shippers however pipeline allocates shortage ena need follow contract language bill accordingly remember allowed makeup 18 19 20 th total volume 5 k 3 days apply toward 4 th part 9 th volumes purchased back per language contract remember tolerance 5 nomination thanks janet kimberly vaughn 01 12 2000 02 13 pm janet h wallis hou ect ect daren j farmer hou ect ect cc anita luong hou ect ect howard b camp hou ect ect pat clynes corp enron enron subject hl p 12 99 hl p short following days december 4 th 2256 9 th 7214 11 th 2527 12 th 3537 15 th 7058 16 th 4776 17 th 4465 28 th 264 want handle forwarded kimberly vaughn hou ect 01 12 2000 01 07 pm anita luong 01 12 2000 10 46 kimberly vaughn hou ect ect cc howard b camp hou ect ect subject hl p 12 99 days 4 9 11 12 15 16 17 28 short aggregate meter reliant transport sales charge reliant penalty also notice meter 1554 3 rd party transport month look strange seen please advice thanks
ham,1 12 00 per request rita wynne x 3 7694 please see attachement note joanie ngo added list many thanks pamela chambers thompson x 39680
ham,daren past meter brokered see nom month two contracts ena 201 4149 vol hpl 215 4000 vol net meter 149 show meter exception report please advise thank
ham,attached two spreadsheets showing entex data dec 99 jano 0 factor shows difference estimates fed pops actual meters meter set 2001 2500 2540 3509 3519 3530 3533 6822 9544 actual vidor cg yet estimated volume 190 00 actuals 6105 26 mmcf using vidor cg estimate estimates 4870 37 mmcf difference 1237 89 mmcf jano 0 scada shows correct information hempstead cg rtu difference would 819 186 mmcf questions please call gary
ham,see attached file hplol 15 xls hplol 15 xls
ham,tom following gas well came line approximately 10 00 morning counterparty well meter volume price rincon petroleum corporation koontz kutcha gu 1 9673 300 mmcf 100 gas daily hsc less 0 12 please put ticket sitara reflect aforementioned information questions please give call thanks vlt x 3 6353
ham,anita conversation today daren deal pops transaction forwarded kimberly vaughn hou ect 01 14 2000 03 27 pm kimberly vaughn 01 12 2000 10 27 daren j farmer hou ect ect anita luong hou ect ect cc subject sales panenergy exxon clear lake 2 99 daren need deal ticket forwarded kimberly vaughn hou ect 01 12 2000 09 24 anita luong 01 07 2000 10 25 kimberly vaughn hou ect ect cc robert e lloyd hou ect ect howard b camp hou ect ect subject sales panenergy exxon clear lake 2 99 kim please let know chance revisit issue meter 4045 2 99 let know questions thanks forwarded anita luong hou ect 01 07 2000 10 22 anita luong 11 16 99 12 01 pm kimberly vaughn hou ect ect cc howard b camp hou ect ect robert e lloyd hou ect ect subject sales panenergy exxon clear lake 2 99 need revisit issue exception meter 4045 2 99 order clear need ect transport delivery meter 34000 mmbtu see july allocations pops reference displacement gas scheduled delivery would like issue resolved soon possible could clear list let know questions thanks forwarded anita luong hou ect 11 16 99 11 53 anita luong 05 25 99 03 36 pm kimberly vaughn hou ect ect cc howard b camp hou ect ect subject sales panenergy exxon clear lake 2 99 kim ect sold 34 000 mmbtu panenergy meter 4045 2 99 verified w rebekah seales determined ect sell gas panenergy therefore need show delivery meter panenergy whomever panenergy selling gas point pops need delivery meter order meter balanced please take look call questions thanks forwarded anita luong hou ect 05 25 99 03 08 pm rebekah e seales 05 25 99 03 04 pm anita luong hou ect ect cc daren j farmer hou ect ect howard b camp ccmail subject sales panenergy exxon clear lake 2 99 anita additional research regarding sale panenergy meter 4045 2 27 2 28 sale brokered deal date purchase volume sale 2 27 2 28 phillips gas mkt 55397 10 000 mmbtu panenergy marketing 64749 10 000 mmbtu 2 27 2 28 superior natural gas 57065 7 000 mmbtu panenergy marketing 64749 7 000 mmbtu ect transport gas away meter 4045 gas transported away meter 4045 would transaction panenergy marketing whomever sold gas point hpl hope information helps rs anita luong 05 25 99 01 31 pm rebekah e seales hou ect ect cc subject sales panenergy exxon clear lake 2 99 want check see chance look forwarded anita luong hou ect 05 25 99 01 30 pm rebekah e seales 05 24 99 03 31 pm anita luong hou ect ect cc subject sales panenergy exxon clear lake 2 99 anita working renominating back 5 1 pipeline current month work first thing tomorrow morning please let know need information sooner thanks rs anita luong 05 24 99 02 10 pm rebekah e seales hou ect ect cc subject sales panenergy exxon clear lake 2 99 additional info see path manager seems like brokered deal ect buying 20 000 mmbtu philips gas 14 000 mmbtu superior gas sell total 34 000 mmbtu panenergy question paying tranport gas ect panenergy need schedule delivery gas meter 984045 please let know thanks
ham,samantha please schedule interview candidate mark mccoy 713 369 9281 monday january 24 th would like interview daren farmer gary hanks already met outside office also need sort briefing benefits possible please let know ok also keep mind currently employed limited flexibility believe date january 24 th good day office jury duty think problem thanks pat clynes 35578 resume attached mmccoy 3617 aol com 01 16 2000 07 29 52 pm pat clynes corp enron enron cc subject document mr clynes document requested let know questions require additional information sincerely mark mccoy 713 369 9281 mresume doc
ham,see attached file hplol 18 xls hplol 18 xls
ham,received call shannon last wednesday 1 12 requesting needs might new analysts starting 2 00 shannon talked specifics interest please call shannon asap x 33853 discuss specifics time since put new analyst logistics texas groups taken new ones past asking think let shannon know thanks shannon analyst rotating 6 1 texas risk team might interested putting another one group bad idea start training let know still need place would like look resumes talk someone interviewed thanks
